Likes,Dislikes,Subscribers
15854,632,62000
143648,5176,488000
1251,37,203000
6705,346,44000
8768,340,4400000
3344,228,2700
28962,2990,52000
12637,191,266000
15427,640,1100000
8774,515,201000
53670,740,3200000
12071,66,258000
147,0,1500
81044,1221,78000
13013,425,8200
200202,4905,26000
3994,94,870
3882,66,1900
2459,127,11000
21181,556,19000
12182,278,2000
107474,3452,128000
4292,150,36000
2608,93,21000
2098,78,82000
4017,217,3200
4482,113,4800
21306,385,8500000
128147,8934,17000000
1124,63,35000
1730,65,3800
16076,292,8500000
738,37,66000
11014,177,8500000
1950,69,41000
556,15,16000
907,14,2200
705895,19506,3900000
1857,30,2300
45847,763,8500000
14906,309,8500000
19307,286,8500000
9503,134,8500000
1499,24,746
914,66,286
7217,108,1100000
49099,1714,609000
1228207,47222,326000
3699,66,144000
492,23,10000
864,25,203000
240600,3716,15000000
594,95,1900000
1701,51,6600
3360,83,5900
371888,7133,15000000
939,41,2500
84708,3757,434000
33703,1478,7900
838766,36165,366000
1659970,52098,537000
745033,11760,15000000
230,0,105000
172585,4668,185000
387,25,13000
266402,6282,185000
778,46,186000
373,76,11000
272,46,506000
399,23,4400000
502,41,6100
570,26,200000
251,19,332
938,23,787000
220,8,61000
179,7,4100
584,11,186000
118,6,18000
842,59,506000
196,11,75
356,18,24000
34,0,5100
145,6,18000
43,2,228000
23,0,11000
1808752,34737,14000000
18761,454,8500000
12161,642,31000
28099,566,1900
606,24,93000
1010,48,97000
1453,54,1800
381,26,186000
71881,2032,23000
12818,1290,59000
1321,47,9100
3891100,103014,14000000
2606831,78675,14000000
1174746,17241,14000000
5913,310,20000000
18472,3492,19000000
11204,235,176000
242,7,76000
1097,67,519000
877,54,663
121,3,15000000
1972,20,105000
913,148,76000
3928,2264,3100
370,24,291
11150,276,427000
648,112,21000
1307,39,1700000
2519,32,974000
446,25,15000000
459,27,180
1066,42,15000000
111,7,113000
127,15,34000
67,5,10000
7978,136,7900000
71313,2615,330000
1212993,22657,9000000
2380,127,1200000
48077,108,1000000
460315,3515,14000000
73453,3606,7200000
6596,85,15000
1063,19,487000
41579,289,14000000
31836,84,1000000
83093,3016,30000
14411,361,1300
89892,3233,8500
606451,16322,441000
39794,61,1000000
16586,1385,2700000
264,4,770000
135307,1004,412000
110393,1511,68000
463,19,438
24041,304,14000000
136,7,412000
207,6,438
577,46,2100000
172,20,1600000
1327,8,458000
115,5,100000
1609,11,100000
60003,1831,14000000
10809,201,435000
3943,173,32000
465,17,100000
12631,308,6400
149,1,438
839,10,4400
109,2,438
651,26,100000
8,3,11000
12,6,232000
58,0,7200
666,49,52000
19,2,32
10,5,374000
40,10,34
259,14,8200
42,0,104
2325,336,1600
544,92,124000
1276,98,116000
30,1,43000
30,3,12
0,0,32
199414,912,16000000
272706,12627,15000000
2773,406,13000
2397,18,13000
1098,11,13000
13269,41,3600000
633,7,213000
3924,36,13000
2292,8,41000
550,2,16000
749,6,16000
3592,6,950000
17234,581,4300
19235,64,2800000
717390,12598,15000000
267,5,16000
552,6,16000
8253,26,5400000
42356,1176,3300000
10099,1735,4800000
678,46,70000
455,21,83000
29539,9573,6400000
16,0,7500
31321,9200,2800000
117,0,4200
45976,1291,91000
133236,4368,822000
1058,38,166000
1511,14,82000
563,28,61000
7651,1240,6100000
34573,5363,10000000
754,47,1700
10,0,2400
1824,2187,117000
113295,1909,2300000
158783,6427,880000
135316,1255,1900000
77739,3219,713000
90513,2521,50000
2773605,219073,5000000
9458,196,1200000
13500,68,5600000
245,5,74000
5887,529,2300000
872,53,728000
41656,1048,2300000
215594,6848,2300000
107220,2856,2300000
8550,208,34000
333,51,232000
67098,487,14000000
742,4,1400
1416,48,5300
71,6,933
1474,61,15000000
2736,118,533000
659,80,44000
9423,100,1900
116845,4617,9400
22,1,110
30506,2437,9200000
10,0,110
796,59,286
1060,40,586
763,54,5300
1079,122,232000
11,2,571
5651,166,116000
1672,173,695
161595,2562,5700000
36490,2141,237000
86157,11762,10000000
484858,7744,2700000
32572,740,623000
4608,501,20000
39865,4590,10000000
1064,69,14000
361,41,130000
263217,20394,13000000
61119,3203,2600000
38983,550,2300000
17183,2065,41000000
566,96,501000
4216,231,166000
15551,4848,2900000
37148,2214,1200000
270765,8808,7900000
3272,168,53000
573,36,1100000
887,57,1000000
219,7,786000
1131,13,4800000
70,1,559000
1369,171,1000000
1182,73,1100000
667,46,1100000
148,19,8000000
4525,523,1000000
2294,219,1000000
1307,101,1100000
1472,107,1100000
58,6,1100000
86,4,2800000
271,17,371000
42,5,1100000
94,20,371000
169,19,371000
99,8,2900000
35357,918,333000
1175,93,1100000
24873,1204,551000
43446,3394,19000
53992,1946,8000
3917,122,109000
5329,261,82000
880,19,110000
775,26,76000
78055,3310,3000000
2304,19,399000
370,5,30000
198486,8360,82000
1728,50,319000
56104,32232,2500000
282,61,22000
396911,38413,126000
847720,79424,1200000
4128,57,3100000
422,5,9200
574,22,7900000
949883,40857,288000
4867,37,300000
543,3,8900
18207,5132,351000
2538,75,248000
2982,58,7900000
7620,66,68000
1458,55,2000000
1458,44,1600000
984,125,456000
1579,79,435000
517,8,7900
462,3,54000
991374,7701,4100000
16448,362,252000
52543,934,20000000
53754,619,22000000
48654,3300,8900000
1635,59,102000
946,9,728000
1672,71,447000
51137,1076,20000000
150,5,56000
10460,107,1600000
23844,799,1000000
14681,400,252000
15803,867,1300000
15279,366,252000
732,14,19000
97910,8881,8900000
59040,5323,8900000
265,41,124000
2171932,115685,2000000
255424,16544,180000
139910,4022,4300000
590444,27740,84000
24957,1027,255000
1471,314,373000
13716,283,792000
6914,153,792000
1547,30,792000
7388,170,3500
585,44,353000
3664160,140859,8800000
5698711,293907,1300000
1342637,50839,8800000
2350,74,75000
66273,3152,12000
568,23,353000
1299,19,450000
305,11,154
7090,353,184000
1330,47,40000
4056,208,5300
8720,197,19000000
680,26,19000000
495,18,250
10275,490,19000000
1569,55,5300
1699,87,19000000
1557,76,19000000
1341,47,19000000
5067,96,519000
633,29,19000000
2107,100,19000000
11080,195,519000
3617,79,519000
16,3,41000
30248,175,1200000
27672,4928,1200000
9387,845,350000
4135,52,727000
15306,2053,559000
14957,2057,1200000
2726,221,1200000
6339,563,1200000
147,4,41000
350,35,1000000
134,5,13000
238387,2668,1200000
27448,491,1200000
29587,651,1200000
658,7,75000
13419,1591,1200000
320,10,13000
303,10,22000
672,23,258000
1351,177,325000
3161,85,383000
3169,334,71000
1271,177,71000
1528,223,1500000
1494,174,1700
1095,18,1400
643,19,146000
2206,111,383000
593,78,293000
2434,305,111000
2306,129,12000
1563,102,4200
264,21,192000
974,55,12000
393,26,408000
259,9,5600
386,9,633
688,12,1400
42637,859,897000
2009,512,1300000
27916,5359,3500000
41371,16574,7600000
3713981,99954,13000000
5813957,141396,13000000
359,7,1500000
11494,338,936000
2320,21,946000
39520,1838,936000
9294,3859,17000000
33584,4900,34000
63,5,1400
494089,6938,13000000
142309,7716,3500000
149,3,7300
85065,1228,2200
1516356,27368,13000000
26,3,10000
334,19,149000
19,0,960000
15,9,414000
5,0,36000
64250,3010,2200000
23,3,10000
240,15,328000
4629,918,677000
12,1,20000
649,73,20000
54141,2463,2200000
9974,1100,27000
872157,11890,6500000
3818,581,677000
435937,11214,36000000
26,1,10000
23,7,337000
158,5,20000
7492,464,188000
95,8,20000
994,37,149000
104196,10616,1300000
321805,25734,6500000
1965847,52698,638000
6860,1651,693000
529,1,14000
163498,9070,72000
1209,25,837000
675571,36421,3500000
1733,34,93000
562917,22042,2600000
1404,31,2200000
82405,3099,7200000
28183,2026,1500000
741800,28639,6500000
581322,22308,6500000
193638,6620,6500000
24775,2939,744000
865,24,130000
620031,31350,1100000
4914116,133354,7700000
927,611,1300
95810,5872,795000
41425,2102,795000
73510,2723,20000000
127543,7204,110000
14290,541,795000
39401,1125,627000
1938,29,97000
577462,10145,15000000
1598,22,696000
50933,1965,246000
28175,1634,795000
32884,1145,795000
14988,565,795000
69737,34033,12000000
5021,123,433000
10173,527,5800000
489,21,11000
14499,230,716000
23557,1189,1300000
44443,1554,10000000
302755,31886,134000
2063,41,259000
2270,4,77000
324225,9108,17000000
2139,124,352000
16088,476,2500000
96415,1649,6600000
67253,1933,1500000
283,28,4500
7515,4260,4400
111804,1700,3800000
105223,14835,1300000
71975,2642,552000
2774,186,19000000
1238,142,1800000
44668,1058,27000
139477,4245,17000000
25643,835,15000000
213947,3950,4500000
18530,345,4500000
90006,2274,70000
119721,2041,15000000
13294,276,929000
17002,202,1000
1794583,53326,13000000
2243,36,257000
37030,1192,1100000
77049,1166,4500000
15725,445,4500000
31983,983,15000000
30343,461,4500000
227049,2226,22000
648,28,50000
43417,1907,1300000
985,96,276000
73118,6158,4500000
3693,61,260000
6,3,2900
75464,958,278000
9412,289,9800000
5184,596,35000
3752,774,1000000
792,38,268000
5978,292,11000
29880,2449,20000000
58129,3825,31000
105609,1686,425000
6299,118,3600000
799,6,1600
407,32,907000
549839,7689,278000
17793,239,81000
20370,202,278000
1236,139,2800000
16871,1229,652000
2157,263,490000
1837,77,490000
130,14,2800000
70,61,274
30215,633,21000
107,8,88000
2380584,208155,4500000
2447279,75651,1400000
37609,2949,25000
8997,1402,18000000
468505,21120,71000000
6354474,368592,23000000
8780603,728655,31000000
4279125,1623287,12000000
10242048,9653039,34000000
896692,26953,5400000
436757,40392,184000
846389,23082,1300000
2643815,3997052,17000000
1636820,28325,997000
872926,27636,2500000
16222,301,885000
360733,12956,23000000
29,32,921000
52,14,921000
495451,11336,19000000
11560,553,7700000
259,11,33000
1111,317,1400000
164,15,3000
795954,75230,7500000
329071,10408,2500000
1493363,63261,3600000
8,1,2900
1865,15,79000
337,4,150000
667,9,299000
1903,173,11000000
120657,7934,1200000
11232,1653,165000
3077,153,7000
4672,11,406000
1574,557,15000
360741,24144,78000
6872,301,3000
3331,160,372000
5696,100,1000
59456,2485,830000
1638,193,72000
65239,3350,1200000
5621,927,8700
11053,282,431000
2200,724,253000
21949,8901,359000
204,22,4800000
50,5,190000
1322,48,1000000
148,2,354000
38,3,523000
2,0,523000
6,0,37000
655686,30611,1100000
837,103,3400000
453,20,18000
1291,707,962000
286,7,14000
286585,15171,1100000
1093322,28388,1100000
610,38,61000
290,4,30000
884,49,91000
92,25,3700000
5873,178,2800000
699614,18358,1100000
46,3,230000
824,48,296000
489774,16840,1000000
539830,18959,1000000
123003,4344,51000
32252,12577,92000
3311,161,3700000
395047,10793,1000000
176,20,12000
3310,141,699000
2460,32,27000
374731,7129,372000
4603,140,34000
69897,4027,408000
815639,44554,5900000
1856092,120180,5900000
632750,33547,4200000
1117,85,2100
1975,107,12000
408,32,360000
48545,1500,372000
292740,25622,941000
367371,5822,11000000
321449,9512,3400000
34062,1549,32000
80723,3156,9700
3075,45,34000
96895,4477,434000
1543,109,267000
58902,2863,152000
20600,1030,152000
64846,2845,152000
24873,631,10000
282425,19999,1700000
41250,1019,941000
831923,82959,941000
3455,122,976
2314,36,916000
21,0,231
15494,4762,364000
12737,263,8500000
245343,10559,1700000
407,29,50000
636111,6498,7700000
2354897,45360,16000000
163445,2117,2300000
55396,1778,737000
866,7,34000
183981,3520,219000
374,6,45000
4929310,144741,18000000
1908,50,723000
99,10,7400
6133805,513698,31000000
451,23,38000
469,33,278000
5556,287,35000
1474045,31267,12000000
1842158,48238,12000000
349245,8053,4300000
255338,5059,3100000
46775,1058,6400
43753,1518,6300
2037,41,54000
87932,16303,4400000
17543,562,68000
5658,186,2600000
7873,208,543000
13293,522,3300000
60993,1423,5300000
16882,552,2500000
78,6,61000
36589,869,627000
47440,812,3100000
72431,7679,117000
13441,155,933000
5281,106,2200000
2640,112,226000
12680,275,759000
2776,215,40000
1092371,15634,8600000
1721,39,226000
628,9,101000
246,9,226000
791,17,226000
2428,84,679000
83701,47549,27000000
595,28,226000
1904,44,226000
3356,51,104000
2346,68,0
1513791,37823,6800000
1037,26,764
215,21,1300
544,18,70000
246,19,70000
24,6,3300
1958349,83806,507000
512951,27671,97000
4240,347,22000
748,30,303000
18794,1008,20000000
635272,13535,63000
60572,9691,507000
161128,5340,43000
15591,517,173000
227768,7610,64000
22936,5327,7100000
39972,3286,448000
50275,3678,17000
2221767,96720,863000
178542,7857,507000
127798,1713,83000
216894,14772,3400000
10754,357,7300
11678,325,1400
1051,184,8700
822,67,280000
5639,92,3200
757,23,142000
18871,4818,328000
2858,69,388000
78,21,4700
504,47,80000
1138,14,140000
377,8,66000
88,34,4700
60057,14603,484000
35,1,21000
15881,660,622000
73,14,4700
15272,4410,58000
2871,1676,35000
821,25,772
36185,444,6500000
498,24,861000
4299,350,37000
1003,16,43000
1517,38,135000
475,39,412000
172240,2645,3100000
753,31,221000
624731,40538,4700000
356,3,28000
618,13,126000
216,5,6200
2096,28,721000
7025,151,330000
383,61,10000
445,3,66000
68446,775,6500000
49959,218,2300000
4,5,79
3,4,3400
2,3,79
2588,110,15000
0,0,0
0,1,79
29,50,79
0,2,79
1,1,232000
1,0,0
2,0,114
143679,7306,61000
12609,1137,2100000
76129,5777,17000
15,2,1200
46,4,534
4,1,1
7,1,3
287478,56913,680000
159985,23543,1400000
280685,153957,3000000
16141,7901,33000
22560,437,14000
64930,3086,1400000
8430,1639,98000
170,5,4500
9749,854,2500000
201,9,5200
30141,10708,40000
276791,92341,1300000
366403,14872,155000
5266,209,30000
11698,6922,27000000
17759,8761,3000000
882,13,49000
166,86,23000
270023,151611,27000000
303826,5168,8600000
1179214,709638,20000000
229828,121316,12000000
343718,27180,678000
1124,27,272000
831,38,132000
5079,2961,1100000
622,28,17000
111801,68919,4600000
423906,239745,27000000
116256,61763,27000000
132808,74610,27000000
354381,17916,2100000
123006,79065,16000000
21,16,334000
10696,6496,515000
2045,76,263000
3413,57,1800000
184,2,44000
124592,1086,6300000
9583,549,34000
9843,411,533000
120402,3823,10000000
28545,724,116000
15930,433,138000
189,0,180000
1191,44,138000
212644,6408,43000
3925,141,1800000
6371,144,151000
100255,5973,562000
661,5,187000
184,15,13000
348138,21454,4300000
238342,7430,11000000
18018,1052,4000
6704,419,11000000
10750,298,6900
437361,11737,82000
195682,9792,88000
6588731,465628,16000000
268110,16397,67000
40462,3721,361000
7618,274,34000
2127,70,87000
84717,4443,4300000
37163,1227,4300000
97842,4833,3200000
1572,29,307000
405,36,23000
16858,745,622000
131,4,79000
442131,28896,327000
256025,15302,17000000
7651,231,1200
53260,5193,825000
5318,420,825000
38342,3318,20000000
64815,3459,20000
8027,984,5900
21247,840,6900
180029,16245,3500000
5660,940,1000000
27153,1075,844000
629213,83322,1600000
183560,6681,1600000
46600,3080,17000
27921,5360,3500000
6792,362,395000
333,23,45000
8419,621,65000
4729,72,550000
1663,31,283000
645,19,383000
2871,45,550000
23616,659,8500000
509,6,283000
298,64,708
16447,426,1400000
112,7,738
6349,187,80000
3100,330,572
1713,27,74000
1561,79,2200
21761,425,550000
32708,986,832000
32490,148,1900000
6988,268,329000
55,4,1400
252,35,710
1489,91,7800
150,5,96000
605,38,12000
852,89,28000
543,15,6000
105,6,6500
276,25,17000
111,17,2500
6463,399,1200
670,18,808
109,21,881000
847,41,16000
809,38,667
18,7,881000
693,86,64000
214,21,18000
616449,17905,2000000
111669,3264,12000
408983,11967,2000000
4389,166,30000000
18056,336,2100000
71466,862,859000
70161,2423,34000
22111,610,802000
104024,6450,5700000
679,31,289000
23765,272,588000
14906,309,8500000
4895027,147461,2000000
3216161,91029,15000000
5807049,293319,15000000
29674,433,5700000
83667,2142,2000000
44579,768,2200000
432,27,178000
5811,330,1900000
12,2,419000
17081,613,1700000
8798,218,653000
49717,5851,16000
53312,1279,3000000
1544,82,118000
1362,118,16000
22923,1005,4300000
2970,205,120000
7167,919,138000
2397,149,3000
10777,239,7900000
5130,1073,43000
27980,1065,1700000
5004,203,2000000
3277,184,213000
10843,1387,1500000
5757,223,991000
1172,308,16000
2475,757,16000
549,91,81
12884,5896,1400000
2010,513,1300000
56,21,630000
3163,827,1300000
246206,61112,483000
196,14,13000
966,24,26000
1167,486,64000
1552,353,1300000
4158,1078,1300000
5540,93,50000
36,4,1100
605,17,3500000
5245,455,11000
416869,3234,1200000
1173,17,662000
796,18,26000
30,4,469
47552,3226,1000000
19562,428,484000
1282,16,460000
360751,24145,78000
4385,478,17000
20496,1386,15000
234850,6553,1000000
77400,2831,34000
41517,3371,1300000
217856,8309,1000000
255,16,5500
85,16,63000
34492,2075,1000000
43039,4493,1000000
35233,2469,1000000
22455,1053,519000
244,4,54000
349761,11625,1000000
3486,38,460000
66181,2634,46000
11758,927,4000000
16584,240,3100
2115,82,298000
357,73,7100
11812,1721,299000
9479,2946,689000
1421,77,240000
47,4,26000
14337,235,7900000
28002,506,3700000
462,15,104000
140758,15381,4000000
453560,23261,76000
22117,1877,4000000
35373,1074,3600000
12450,412,64000
88,1,29000
23003,3818,666000
7432,54,24000
7162,366,83000
19893,2654,125000
26440,410,728000
42,1,18000
4717,251,83000
170,3,27000
24059,143,24000
5389,48,24000
3049,37,24000
13,4,164
118,3,50
490136,16342,264000
116857,7684,18000000
2156713,142809,18000000
438,2,102000
9375,73,728000
2859,66,83000
576,10,83000
2739,38,828000
21016,1118,65000
11715,240,379000
585,16,500000
522,26,500000
3531,226,211000
9465,185,958000
4045,27,78000
481,5,26000
2133,70,73000
3417,45,828000
13595,168,1900000
1573,29,828000
1197,19,828000
1442,298,110000
92,5,22000
11894,178,134000
102,93,1300
14711,339,2000000
1093,60,78000
357,10,4400000
509,20,77000
499,48,11000
1040,33,6100
7362,236,17000
4431,85,78000
555,36,29000
136,3,77000
13902,227,484000
2496,330,63000
70806,1577,2000000
952,55,61000
10438,479,8000
1741,121,56000
481,21,428000
3614,134,1600000
98,12,1900
9977,468,17000
1411,76,52000
5435,86,958000
652,274,58000
10340,407,115000
2047,45,787000
346,25,51000
2078,139,24000
3224,171,379000
256,32,425
2414,80,30000
410,34,500000
9854,951,336000
8027,545,393000
16911,505,484000
539,39,153000
266,5,78000
650,10,14000
107,20,51000
901,50,484000
102,93,1300
70806,1577,2000000
55914,1184,1400000
3903,83,78000
3150,95,11000000
2559,114,967
3689,146,172000
2104,31,3600000
852,8,22000
1263,14,30000
4789,88,365
2456,21,32000
38730,1003,460000
5144,216,336000
5702,459,61000
11016,85,48000
41467,464,4900000
2869,89,1800
8525,77,48000
271,10,16000
5085,98,1600000
91,5,7200
130,78,98
2500,90,85000
163,36,263
293,9,18000
403,112,198
267,39,169
44,7,294
78,8,578
187,2,7800
999,20,11000
4833,47,465000
118,16,19000
29,2,6100
321,34,3400
143,7,116000